temperature,humidity,wind_speed,rainfall,time_of_day,crop_type,disease_type,label
27.8,73.5,9.8,0.0,Evening,Tomato,Target Spot,Good
29.7,76.3,3.5,0.0,Evening,Tomato,Target Spot,Good
22.2,60.2,7.3,0.0,Morning,Tomato,Target Spot,Good
22.3,67.0,5.5,0.0,Evening,Tomato,Target Spot,Good
31.0,62.7,2.3,0.0,Morning,Tomato,Target Spot,Good
22.7,76.8,5.9,0.0,Morning,Tomato,Target Spot,Good
26.7,56.5,6.7,0.0,Morning,Tomato,Target Spot,Good
26.9,93.9,12.5,1.6,Afternoon,Tomato,Target Spot,Bad
32.3,83.2,6.5,0.0,Night,Tomato,Target Spot,Bad
21.2,75.6,9.6,0.0,Afternoon,Tomato,Target Spot,Bad
36.7,62.6,5.1,0.0,Night,Tomato,Target Spot,Bad
24.9,60.0,11.7,0.0,Afternoon,Tomato,Target Spot,Bad
25.2,35.7,10.8,0.0,Night,Tomato,Target Spot,Bad
19.9,82.3,5.7,0.0,Afternoon,Tomato,Target Spot,Bad
38.0,73.9,8.8,0.0,Afternoon,Tomato,Target Spot,Bad
23.6,52.3,13.4,3.7,Afternoon,Tomato,Target Spot,Bad
38.4,51.4,12.8,0.0,Night,Tomato,Target Spot,Bad
19.7,92.7,11.0,0.0,Night,Tomato,Target Spot,Bad
20.8,40.2,11.8,2.0,Afternoon,Tomato,Target Spot,Bad
28.0,56.7,8.0,0.0,Night,Tomato,Target Spot,Bad
34.1,60.9,12.3,0.0,Afternoon,Tomato,Target Spot,Bad
34.9,36.3,12.6,0.0,Afternoon,Tomato,Target Spot,Bad
25.8,59.8,14.9,0.2,Night,Tomato,Target Spot,Bad
21.6,44.5,11.1,0.0,Night,Tomato,Target Spot,Bad
36.0,77.0,11.7,0.8,Night,Tomato,Target Spot,Bad
21.6,47.7,12.1,0.0,Afternoon,Tomato,Target Spot,Bad
26.7,79.9,6.0,2.0,Night,Tomato,Target Spot,Bad
39.6,65.0,10.0,0.0,Afternoon,Tomato,Target Spot,Bad
39.4,45.9,9.4,0.0,Night,Tomato,Target Spot,Bad
18.9,92.7,7.4,3.6,Night,Tomato,Target Spot,Bad
24.3,46.6,8.4,0.0,Afternoon,Tomato,Target Spot,Bad
21.9,65.3,14.8,0.0,Night,Tomato,Target Spot,Bad
27.5,32.5,9.4,0.0,Night,Tomato,Target Spot,Bad
22.9,48.7,8.7,0.0,Night,Tomato,Target Spot,Bad
20.1,84.9,7.9,0.0,Afternoon,Tomato,Target Spot,Bad
22.6,38.5,10.7,0.0,Afternoon,Tomato,Target Spot,Bad
23.4,78.9,8.1,0.0,Afternoon,Tomato,Target Spot,Bad
38.7,62.8,11.0,0.0,Afternoon,Tomato,Target Spot,Bad
32.3,40.4,11.3,0.0,Night,Tomato,Target Spot,Bad
22.7,61.9,9.3,4.8,Night,Tomato,Target Spot,Bad
36.8,75.5,7.8,1.1,Night,Tomato,Target Spot,Bad
31.8,87.7,13.7,0.0,Night,Tomato,Target Spot,Bad
36.3,88.1,12.5,0.0,Afternoon,Tomato,Target Spot,Bad
38.6,41.2,12.7,0.0,Night,Tomato,Target Spot,Bad
23.6,61.4,14.6,4.8,Afternoon,Tomato,Target Spot,Bad
35.9,36.0,6.8,0.7,Afternoon,Tomato,Target Spot,Bad
28.4,88.8,5.9,0.0,Afternoon,Tomato,Target Spot,Bad
20.5,49.9,10.3,3.9,Afternoon,Tomato,Target Spot,Bad
37.6,62.4,12.5,0.0,Afternoon,Tomato,Target Spot,Bad
25.9,42.2,6.1,3.9,Afternoon,Tomato,Target Spot,Bad
37.4,72.5,11.3,0.0,Night,Tomato,Target Spot,Bad
20.8,47.3,7.0,0.0,Afternoon,Tomato,Target Spot,Bad
34.0,38.5,7.7,3.0,Afternoon,Tomato,Target Spot,Bad
24.3,76.1,14.3,0.0,Night,Tomato,Target Spot,Bad
29.8,49.2,13.0,0.0,Night,Tomato,Target Spot,Bad
38.8,49.9,14.8,0.0,Night,Tomato,Target Spot,Bad
32.3,38.7,5.6,4.7,Night,Tomato,Target Spot,Bad
36.6,35.7,12.4,0.0,Night,Tomato,Target Spot,Bad
34.2,57.9,13.0,4.7,Afternoon,Tomato,Target Spot,Bad
38.3,70.0,6.9,0.0,Night,Tomato,Target Spot,Bad
36.1,50.3,9.0,0.0,Night,Tomato,Target Spot,Bad
18.3,48.1,12.3,4.1,Afternoon,Tomato,Target Spot,Bad
23.6,86.6,14.8,4.5,Night,Tomato,Target Spot,Bad
32.2,48.3,12.8,0.0,Afternoon,Tomato,Target Spot,Bad
29.8,32.6,5.0,0.0,Afternoon,Tomato,Target Spot,Bad
38.2,84.3,9.3,0.0,Night,Tomato,Target Spot,Bad
26.8,53.1,7.0,0.0,Night,Tomato,Target Spot,Bad
26.2,91.1,8.6,0.0,Night,Tomato,Target Spot,Bad
19.5,44.4,8.3,0.0,Afternoon,Tomato,Target Spot,Bad
37.4,37.1,9.1,0.0,Afternoon,Tomato,Target Spot,Bad
19.6,48.5,13.0,0.7,Night,Tomato,Target Spot,Bad
37.9,87.0,7.0,2.9,Night,Tomato,Target Spot,Bad
21.3,46.5,10.7,3.9,Night,Tomato,Target Spot,Bad
32.8,75.0,8.0,0.0,Afternoon,Tomato,Target Spot,Bad
30.2,61.8,9.9,0.0,Night,Tomato,Target Spot,Bad
30.4,40.9,7.1,0.0,Night,Tomato,Target Spot,Bad
29.6,56.5,8.3,0.0,Afternoon,Tomato,Target Spot,Bad
36.3,87.7,5.2,0.0,Night,Tomato,Target Spot,Bad
20.5,51.1,5.8,0.0,Night,Tomato,Target Spot,Bad
30.7,42.5,6.1,2.8,Afternoon,Tomato,Target Spot,Bad
27.0,53.6,14.1,0.0,Afternoon,Tomato,Target Spot,Bad
34.6,52.6,14.4,0.0,Night,Tomato,Target Spot,Bad
20.4,58.6,8.0,1.0,Afternoon,Tomato,Target Spot,Bad
31.2,76.9,13.7,0.0,Afternoon,Tomato,Target Spot,Bad
30.2,63.2,13.5,1.8,Night,Tomato,Target Spot,Bad
24.4,56.8,6.8,0.0,Night,Tomato,Target Spot,Bad
19.2,55.4,6.2,0.0,Night,Tomato,Target Spot,Bad
20.6,82.7,6.9,0.0,Night,Tomato,Target Spot,Bad
32.3,40.0,10.2,0.0,Night,Tomato,Target Spot,Bad
27.5,56.7,10.5,1.0,Night,Tomato,Target Spot,Bad
28.4,73.0,5.6,0.0,Night,Tomato,Target Spot,Bad
38.2,92.2,10.5,0.0,Night,Tomato,Target Spot,Bad
35.6,45.5,14.4,0.0,Night,Tomato,Target Spot,Bad
23.6,62.7,8.6,0.0,Afternoon,Tomato,Target Spot,Bad
32.8,37.0,13.4,0.0,Night,Tomato,Target Spot,Bad
23.1,60.5,9.6,0.0,Afternoon,Tomato,Target Spot,Bad
30.9,34.8,6.9,0.0,Night,Tomato,Target Spot,Bad
28.5,75.0,11.3,0.0,Afternoon,Tomato,Target Spot,Bad
38.9,70.0,8.6,4.5,Afternoon,Tomato,Target Spot,Bad
38.8,39.5,5.3,0.2,Night,Tomato,Target Spot,Bad
24.5,31.1,14.4,0.0,Afternoon,Tomato,Target Spot,Bad
26.0,43.4,12.6,0.0,Night,Tomato,Target Spot,Bad
29.8,32.9,12.2,0.0,Afternoon,Tomato,Target Spot,Bad
22.4,90.9,10.4,3.2,Night,Tomato,Target Spot,Bad
26.8,40.9,7.8,4.1,Night,Tomato,Target Spot,Bad
35.2,75.3,10.5,0.0,Afternoon,Tomato,Target Spot,Bad
39.0,69.6,5.1,0.2,Afternoon,Tomato,Target Spot,Bad
39.7,41.3,11.7,0.7,Afternoon,Tomato,Target Spot,Bad
33.4,36.5,9.6,0.0,Night,Tomato,Target Spot,Bad
36.3,74.8,11.4,1.7,Night,Tomato,Target Spot,Bad
30.9,41.0,5.1,0.0,Afternoon,Tomato,Target Spot,Bad
24.1,33.8,9.1,0.0,Night,Tomato,Target Spot,Bad
35.6,31.1,10.7,0.0,Afternoon,Tomato,Target Spot,Bad
39.5,46.2,10.2,0.0,Afternoon,Tomato,Target Spot,Bad
35.9,73.1,12.1,0.0,Afternoon,Tomato,Target Spot,Bad
19.8,79.4,12.7,2.7,Night,Tomato,Target Spot,Bad
37.5,89.0,13.1,0.0,Afternoon,Tomato,Target Spot,Bad
28.1,78.4,8.9,4.7,Night,Tomato,Target Spot,Bad
36.7,65.8,14.0,3.6,Night,Tomato,Target Spot,Bad
23.5,54.6,7.5,4.4,Night,Tomato,Target Spot,Bad
31.3,58.0,9.4,0.0,Night,Tomato,Target Spot,Bad
35.0,68.8,5.1,0.3,Afternoon,Tomato,Target Spot,Bad
23.5,34.5,8.1,0.0,Night,Tomato,Target Spot,Bad
24.6,93.7,12.2,0.0,Afternoon,Tomato,Target Spot,Bad
37.1,86.2,14.8,0.0,Afternoon,Tomato,Target Spot,Bad
30.2,40.8,12.7,0.0,Afternoon,Tomato,Target Spot,Bad
35.4,91.5,9.5,0.0,Afternoon,Tomato,Target Spot,Bad
39.8,68.5,9.6,0.0,Afternoon,Tomato,Target Spot,Bad
23.0,65.0,13.1,0.0,Night,Tomato,Target Spot,Bad
30.1,84.3,9.9,3.8,Afternoon,Tomato,Target Spot,Bad
39.5,74.0,6.8,0.0,Night,Tomato,Target Spot,Bad
18.5,86.4,10.4,0.0,Afternoon,Tomato,Target Spot,Bad
35.9,42.9,14.5,4.7,Afternoon,Tomato,Target Spot,Bad
27.7,32.3,9.6,0.0,Afternoon,Tomato,Target Spot,Bad
20.6,81.4,5.2,0.0,Afternoon,Tomato,Target Spot,Bad
36.1,85.7,12.8,2.4,Afternoon,Tomato,Target Spot,Bad
25.4,36.2,11.3,0.2,Afternoon,Tomato,Target Spot,Bad
28.7,30.3,8.1,0.0,Night,Tomato,Target Spot,Bad
25.8,53.7,12.8,0.0,Night,Tomato,Target Spot,Bad
23.0,71.3,8.4,0.0,Afternoon,Tomato,Target Spot,Bad
31.6,91.5,5.3,0.0,Afternoon,Tomato,Target Spot,Bad
30.5,84.7,9.3,0.0,Night,Tomato,Target Spot,Bad
33.4,41.4,6.6,0.0,Night,Tomato,Target Spot,Bad
36.1,54.6,10.2,1.8,Night,Tomato,Target Spot,Bad
19.7,53.0,13.1,0.0,Afternoon,Tomato,Target Spot,Bad
24.6,47.7,13.5,0.0,Night,Tomato,Target Spot,Bad
25.8,76.7,7.5,0.0,Night,Tomato,Target Spot,Bad
38.9,44.3,9.7,0.0,Afternoon,Tomato,Target Spot,Bad
32.6,94.2,10.4,0.2,Afternoon,Tomato,Target Spot,Bad
20.3,66.7,8.1,4.5,Night,Tomato,Target Spot,Bad
29.0,82.3,7.5,0.0,Afternoon,Tomato,Target Spot,Bad
35.6,56.8,11.3,0.0,Night,Tomato,Target Spot,Bad
27.0,72.6,13.1,3.4,Afternoon,Tomato,Target Spot,Bad
36.8,94.7,9.5,0.6,Night,Tomato,Target Spot,Bad
25.9,50.4,12.4,2.9,Afternoon,Tomato,Target Spot,Bad
36.2,54.5,7.7,0.0,Afternoon,Tomato,Target Spot,Bad
33.8,35.7,10.8,0.0,Afternoon,Tomato,Target Spot,Bad
25.1,41.8,6.1,0.0,Afternoon,Tomato,Target Spot,Bad
28.1,34.7,12.6,3.2,Afternoon,Tomato,Target Spot,Bad
31.8,92.3,14.9,0.0,Afternoon,Tomato,Target Spot,Bad
26.6,35.6,5.3,0.0,Afternoon,Tomato,Target Spot,Bad
37.5,59.6,6.0,0.0,Night,Tomato,Target Spot,Bad
18.1,93.6,13.7,0.0,Afternoon,Tomato,Target Spot,Bad
18.1,56.1,12.4,0.0,Night,Tomato,Target Spot,Bad
37.5,58.8,7.7,2.6,Afternoon,Tomato,Target Spot,Bad
27.8,69.1,11.5,0.0,Night,Tomato,Target Spot,Bad
32.6,45.5,14.2,3.4,Night,Tomato,Target Spot,Bad
26.1,55.5,14.0,0.0,Afternoon,Tomato,Target Spot,Bad
38.6,92.1,9.3,0.0,Night,Tomato,Target Spot,Bad
39.8,55.7,5.9,0.0,Afternoon,Tomato,Target Spot,Bad
29.1,36.6,7.3,0.0,Afternoon,Tomato,Target Spot,Bad
32.1,84.8,13.1,1.5,Afternoon,Tomato,Target Spot,Bad
28.5,33.0,14.1,0.0,Night,Tomato,Target Spot,Bad
27.0,49.0,11.3,0.0,Night,Tomato,Target Spot,Bad
39.4,58.0,8.8,3.3,Afternoon,Tomato,Target Spot,Bad
31.6,45.2,14.4,0.0,Night,Tomato,Target Spot,Bad
39.8,73.4,13.7,0.0,Afternoon,Tomato,Target Spot,Bad
36.0,49.2,10.4,2.3,Night,Tomato,Target Spot,Bad
20.9,38.7,12.1,0.0,Night,Tomato,Target Spot,Bad
38.3,74.1,13.0,0.0,Afternoon,Tomato,Target Spot,Bad
22.9,32.7,13.0,0.0,Night,Tomato,Target Spot,Bad
19.3,67.0,11.7,0.0,Night,Tomato,Target Spot,Bad
25.3,92.1,9.8,0.0,Night,Tomato,Target Spot,Bad
32.2,66.1,6.3,0.0,Night,Tomato,Target Spot,Bad
25.7,61.8,9.1,4.6,Afternoon,Tomato,Target Spot,Bad
21.2,63.7,9.1,4.7,Night,Tomato,Target Spot,Bad
33.8,68.9,9.4,0.8,Afternoon,Tomato,Target Spot,Bad
30.1,38.7,7.9,0.0,Afternoon,Tomato,Target Spot,Bad
21.9,32.3,8.7,4.4,Afternoon,Tomato,Target Spot,Bad
32.6,31.1,8.0,0.0,Night,Tomato,Target Spot,Bad
37.8,46.8,10.2,0.0,Night,Tomato,Target Spot,Bad
32.5,65.5,8.2,3.3,Afternoon,Tomato,Target Spot,Bad
38.8,93.4,13.9,4.2,Afternoon,Tomato,Target Spot,Bad
22.1,39.6,6.1,0.0,Night,Tomato,Target Spot,Bad
27.5,47.5,5.5,0.0,Night,Tomato,Target Spot,Bad
32.4,50.6,12.3,0.0,Night,Tomato,Target Spot,Bad
20.5,91.5,14.6,3.4,Night,Tomato,Target Spot,Bad
21.5,75.7,13.1,3.0,Afternoon,Tomato,Target Spot,Bad
19.5,36.4,13.3,0.0,Afternoon,Tomato,Target Spot,Bad
33.6,32.5,9.7,0.0,Afternoon,Tomato,Target Spot,Bad
24.1,69.0,6.5,0.0,Afternoon,Tomato,Target Spot,Bad
31.7,72.5,6.5,0.9,Afternoon,Tomato,Target Spot,Bad
26.9,79.9,12.5,0.0,Night,Tomato,Target Spot,Bad
36.3,38.2,6.7,0.0,Night,Tomato,Target Spot,Bad
21.1,37.6,10.8,0.0,Night,Tomato,Target Spot,Bad
36.2,46.3,7.1,1.2,Afternoon,Tomato,Target Spot,Bad
26.9,35.0,8.9,0.0,Night,Tomato,Target Spot,Bad
27.0,92.7,13.4,0.0,Afternoon,Tomato,Target Spot,Bad
37.3,67.3,10.7,1.5,Night,Tomato,Target Spot,Bad
34.7,82.8,13.1,0.0,Night,Tomato,Target Spot,Bad
35.5,30.9,13.9,0.0,Afternoon,Tomato,Target Spot,Bad
25.4,88.5,12.0,4.6,Afternoon,Tomato,Target Spot,Bad
27.2,68.5,12.0,0.0,Afternoon,Tomato,Target Spot,Bad
29.6,84.1,14.6,0.0,Afternoon,Tomato,Target Spot,Bad
23.6,67.1,12.5,0.0,Afternoon,Tomato,Target Spot,Bad
23.1,77.3,8.8,1.6,Night,Tomato,Target Spot,Bad
35.9,36.2,14.0,0.0,Afternoon,Tomato,Target Spot,Bad
32.9,41.7,9.9,0.0,Afternoon,Tomato,Target Spot,Bad
33.6,57.2,9.4,0.0,Night,Tomato,Target Spot,Bad
27.3,45.6,5.7,0.0,Afternoon,Tomato,Target Spot,Bad
39.7,83.8,11.2,1.8,Night,Tomato,Target Spot,Bad
19.5,45.3,12.1,0.0,Afternoon,Tomato,Target Spot,Bad
20.0,79.7,8.6,1.5,Night,Tomato,Target Spot,Bad
20.2,68.8,14.0,1.7,Night,Tomato,Target Spot,Bad
28.7,62.7,9.8,0.0,Night,Tomato,Target Spot,Bad
36.6,65.7,14.2,0.1,Afternoon,Tomato,Target Spot,Bad
34.7,37.2,8.2,0.0,Afternoon,Tomato,Target Spot,Bad
23.9,92.6,7.0,1.0,Afternoon,Tomato,Target Spot,Bad
27.8,66.8,14.0,0.0,Afternoon,Tomato,Target Spot,Bad
20.4,63.0,6.4,2.8,Night,Tomato,Target Spot,Bad
38.3,56.0,13.0,0.0,Afternoon,Tomato,Target Spot,Bad
19.7,72.6,11.2,0.8,Afternoon,Tomato,Target Spot,Bad
18.4,94.2,13.2,0.0,Afternoon,Tomato,Target Spot,Bad
33.7,73.7,10.0,0.0,Night,Tomato,Target Spot,Bad
19.7,68.9,5.3,0.0,Afternoon,Tomato,Target Spot,Bad
24.1,35.8,8.7,2.4,Night,Tomato,Target Spot,Bad
32.1,72.8,5.2,0.3,Afternoon,Tomato,Target Spot,Bad
31.5,93.3,12.8,0.0,Afternoon,Tomato,Target Spot,Bad
36.1,88.5,7.7,0.0,Night,Tomato,Target Spot,Bad
26.4,44.2,8.2,1.5,Night,Tomato,Target Spot,Bad
38.5,46.2,9.5,2.1,Night,Tomato,Target Spot,Bad
39.9,85.2,8.7,0.8,Afternoon,Tomato,Target Spot,Bad
33.4,68.1,13.1,0.0,Afternoon,Tomato,Target Spot,Bad
25.9,73.4,13.9,3.8,Night,Tomato,Target Spot,Bad
18.5,94.0,10.0,0.0,Afternoon,Tomato,Target Spot,Bad
24.0,82.9,5.3,0.0,Afternoon,Tomato,Target Spot,Bad
31.3,84.3,5.1,0.0,Night,Tomato,Target Spot,Bad
34.6,30.9,10.1,0.0,Night,Tomato,Target Spot,Bad
32.2,31.7,13.9,0.0,Afternoon,Tomato,Target Spot,Bad
35.1,77.1,5.0,0.0,Afternoon,Tomato,Target Spot,Bad
39.7,74.0,5.2,0.0,Afternoon,Tomato,Target Spot,Bad
33.4,36.2,8.3,0.0,Night,Tomato,Target Spot,Bad
18.7,37.4,6.0,1.1,Afternoon,Tomato,Target Spot,Bad
35.1,58.6,7.6,0.0,Night,Tomato,Target Spot,Bad
26.7,67.2,7.6,0.0,Night,Tomato,Target Spot,Bad
22.9,62.4,5.4,4.4,Afternoon,Tomato,Target Spot,Bad
37.3,34.4,12.9,2.2,Afternoon,Tomato,Target Spot,Bad
24.1,46.9,14.5,0.0,Night,Tomato,Target Spot,Bad
28.2,51.8,10.3,0.0,Night,Tomato,Target Spot,Bad
33.5,74.5,11.6,0.0,Afternoon,Tomato,Target Spot,Bad
23.8,37.2,10.4,0.0,Night,Tomato,Target Spot,Bad
36.8,34.4,10.1,0.0,Afternoon,Tomato,Target Spot,Bad
22.0,50.3,5.2,0.0,Night,Tomato,Target Spot,Bad
30.1,77.9,9.6,0.0,Afternoon,Tomato,Target Spot,Bad
24.9,58.2,11.6,0.0,Afternoon,Tomato,Target Spot,Bad
21.6,36.2,8.5,0.0,Afternoon,Tomato,Target Spot,Bad
21.5,33.9,5.5,0.0,Night,Tomato,Target Spot,Bad
31.7,71.9,5.3,0.0,Night,Tomato,Target Spot,Bad
28.9,81.1,13.5,0.0,Afternoon,Tomato,Target Spot,Bad
32.7,92.7,10.3,0.0,Night,Tomato,Target Spot,Bad
28.6,43.9,6.4,0.0,Night,Tomato,Target Spot,Bad
22.3,57.5,13.3,0.0,Afternoon,Tomato,Target Spot,Bad
29.3,54.4,8.4,0.0,Night,Tomato,Target Spot,Bad
35.1,50.8,12.1,0.0,Afternoon,Tomato,Target Spot,Bad
35.6,80.0,5.5,2.8,Night,Tomato,Target Spot,Bad
38.7,79.0,6.2,0.0,Night,Tomato,Target Spot,Bad
20.5,42.1,11.4,1.3,Night,Tomato,Target Spot,Bad
33.7,33.8,11.3,0.0,Afternoon,Tomato,Target Spot,Bad
36.1,41.8,5.5,2.9,Afternoon,Tomato,Target Spot,Bad
38.1,36.3,10.0,3.6,Night,Tomato,Target Spot,Bad
27.7,45.4,6.3,0.0,Afternoon,Tomato,Target Spot,Bad
19.4,77.6,12.5,0.0,Night,Tomato,Target Spot,Bad
26.5,83.8,10.5,4.7,Night,Tomato,Target Spot,Bad
25.9,49.1,14.3,0.0,Night,Tomato,Target Spot,Bad
34.3,93.0,12.9,1.2,Afternoon,Tomato,Target Spot,Bad
39.2,41.3,14.3,1.2,Night,Tomato,Target Spot,Bad
24.0,43.7,10.2,0.0,Night,Tomato,Target Spot,Bad
22.7,75.9,14.5,0.0,Afternoon,Tomato,Target Spot,Bad
39.6,66.6,6.3,1.4,Night,Tomato,Target Spot,Bad
39.4,50.5,7.8,0.0,Night,Tomato,Target Spot,Bad
30.7,87.1,8.4,1.0,Night,Tomato,Target Spot,Bad
34.1,92.4,12.0,0.0,Night,Tomato,Target Spot,Bad
29.9,74.3,12.6,0.0,Night,Tomato,Target Spot,Bad
27.8,48.6,13.9,0.0,Night,Tomato,Target Spot,Bad
30.6,45.2,7.2,0.0,Afternoon,Tomato,Target Spot,Bad
18.4,49.5,9.0,3.5,Afternoon,Tomato,Target Spot,Bad
28.8,80.7,7.8,0.0,Night,Tomato,Target Spot,Bad
18.7,45.9,10.5,0.0,Afternoon,Tomato,Target Spot,Bad
28.8,56.4,13.3,3.3,Afternoon,Tomato,Target Spot,Bad
31.4,93.9,12.6,4.8,Afternoon,Tomato,Target Spot,Bad
37.2,87.8,10.7,1.5,Afternoon,Tomato,Target Spot,Bad
29.9,59.4,6.9,0.7,Night,Tomato,Target Spot,Bad
39.9,41.9,5.1,2.7,Night,Tomato,Target Spot,Bad
33.3,70.3,10.6,0.0,Afternoon,Tomato,Target Spot,Bad
21.7,92.4,7.3,0.0,Afternoon,Tomato,Target Spot,Bad
28.5,67.2,9.2,0.0,Afternoon,Tomato,Target Spot,Bad
31.2,93.4,11.1,0.0,Afternoon,Tomato,Target Spot,Bad
35.5,82.6,10.6,0.0,Night,Tomato,Target Spot,Bad
32.1,75.1,13.1,0.0,Afternoon,Tomato,Target Spot,Bad
31.5,51.0,12.1,0.0,Afternoon,Tomato,Target Spot,Bad
34.3,69.3,7.1,5.0,Night,Tomato,Target Spot,Bad
32.4,92.2,14.0,0.0,Afternoon,Tomato,Target Spot,Bad
18.2,54.1,14.6,0.0,Night,Tomato,Target Spot,Bad
37.4,69.1,7.3,2.7,Night,Tomato,Target Spot,Bad
24.8,41.2,12.1,3.6,Night,Tomato,Target Spot,Bad
38.2,86.2,13.2,0.0,Afternoon,Tomato,Target Spot,Bad
30.4,69.0,9.6,3.2,Afternoon,Tomato,Target Spot,Bad
31.6,87.9,10.8,0.0,Afternoon,Tomato,Target Spot,Bad
19.9,69.4,14.2,0.0,Afternoon,Tomato,Target Spot,Bad
39.9,93.9,13.4,0.0,Afternoon,Tomato,Target Spot,Bad
37.5,30.1,12.8,4.0,Afternoon,Tomato,Target Spot,Bad
28.9,69.6,9.8,0.0,Night,Tomato,Target Spot,Bad
37.0,37.4,12.9,0.0,Night,Tomato,Target Spot,Bad
38.2,69.0,7.9,0.0,Afternoon,Tomato,Target Spot,Bad
18.2,68.9,14.7,1.1,Night,Tomato,Target Spot,Bad
26.2,89.4,6.1,0.0,Afternoon,Tomato,Target Spot,Bad
37.7,49.8,12.1,4.5,Night,Tomato,Target Spot,Bad
23.5,78.0,12.4,0.0,Night,Tomato,Target Spot,Bad
30.8,76.0,10.4,0.0,Afternoon,Tomato,Target Spot,Bad
34.7,50.3,11.6,1.2,Night,Tomato,Target Spot,Bad
38.3,90.3,5.7,0.0,Afternoon,Tomato,Target Spot,Bad
29.9,38.1,5.4,3.8,Night,Tomato,Target Spot,Bad
27.0,56.2,11.8,0.0,Afternoon,Tomato,Target Spot,Bad
26.4,69.1,13.4,0.0,Night,Tomato,Target Spot,Bad
29.3,82.3,11.9,0.0,Night,Tomato,Target Spot,Bad
35.3,88.3,10.2,2.1,Afternoon,Tomato,Target Spot,Bad
25.6,44.1,14.1,1.4,Night,Tomato,Target Spot,Bad
35.3,94.6,13.4,0.0,Night,Tomato,Target Spot,Bad
34.3,73.4,6.0,0.0,Night,Tomato,Target Spot,Bad
37.7,43.0,11.7,0.0,Afternoon,Tomato,Target Spot,Bad
30.6,81.1,6.8,0.0,Afternoon,Tomato,Target Spot,Bad
28.3,39.5,6.3,0.0,Night,Tomato,Target Spot,Bad
26.2,48.8,14.7,0.0,Afternoon,Tomato,Target Spot,Bad
28.9,35.1,10.2,0.0,Night,Tomato,Target Spot,Bad
27.7,89.8,10.6,0.0,Night,Tomato,Target Spot,Bad
22.8,79.5,10.3,4.4,Night,Tomato,Target Spot,Bad
37.6,53.8,5.2,4.7,Afternoon,Tomato,Target Spot,Bad
35.8,78.3,10.2,0.0,Night,Tomato,Target Spot,Bad
20.4,52.3,5.8,3.8,Afternoon,Tomato,Target Spot,Bad
28.1,63.1,9.6,4.1,Afternoon,Tomato,Target Spot,Bad
20.6,57.1,10.0,3.2,Night,Tomato,Target Spot,Bad
24.6,85.3,13.2,0.0,Afternoon,Tomato,Target Spot,Bad
22.0,63.3,14.7,0.0,Afternoon,Tomato,Target Spot,Bad
24.9,48.3,8.6,4.7,Afternoon,Tomato,Target Spot,Bad
24.8,69.0,10.6,0.0,Afternoon,Tomato,Target Spot,Bad
35.8,67.9,14.0,0.0,Night,Tomato,Target Spot,Bad
20.1,84.5,8.7,3.1,Night,Tomato,Target Spot,Bad
36.6,42.3,8.2,0.0,Night,Tomato,Target Spot,Bad
21.3,79.2,11.6,0.0,Night,Tomato,Target Spot,Bad
18.7,52.9,10.4,0.0,Afternoon,Tomato,Target Spot,Bad
24.4,42.3,9.6,0.6,Afternoon,Tomato,Target Spot,Bad
39.3,77.2,14.8,0.0,Afternoon,Tomato,Target Spot,Bad
36.7,48.7,6.9,2.3,Afternoon,Tomato,Target Spot,Bad
21.5,79.4,14.6,2.1,Night,Tomato,Target Spot,Bad
28.0,93.0,7.9,0.0,Afternoon,Tomato,Target Spot,Bad
36.2,58.5,5.4,0.0,Afternoon,Tomato,Target Spot,Bad
18.1,33.3,5.2,2.3,Night,Tomato,Target Spot,Bad
24.1,55.3,5.2,0.0,Afternoon,Tomato,Target Spot,Bad
36.7,33.7,9.7,0.0,Night,Tomato,Target Spot,Bad
26.4,65.8,11.8,0.0,Night,Tomato,Target Spot,Bad
26.6,70.9,7.5,0.0,Night,Tomato,Target Spot,Bad
30.2,45.9,9.2,0.0,Night,Tomato,Target Spot,Bad
34.5,67.9,10.5,0.5,Afternoon,Tomato,Target Spot,Bad
35.5,56.8,5.7,0.0,Afternoon,Tomato,Target Spot,Bad
39.2,39.0,7.4,3.2,Afternoon,Tomato,Target Spot,Bad
39.1,33.7,14.3,0.2,Night,Tomato,Target Spot,Bad
39.8,73.4,11.2,0.0,Night,Tomato,Target Spot,Bad
19.8,72.4,12.8,0.0,Afternoon,Tomato,Target Spot,Bad
38.8,77.0,13.5,0.0,Night,Tomato,Target Spot,Bad
23.9,31.1,5.7,2.8,Night,Tomato,Target Spot,Bad
32.4,91.3,12.3,0.0,Afternoon,Tomato,Target Spot,Bad
30.8,46.1,10.2,1.1,Night,Tomato,Target Spot,Bad
32.7,48.1,8.9,0.0,Night,Tomato,Target Spot,Bad
21.2,62.6,9.0,0.0,Night,Tomato,Target Spot,Bad
18.6,78.1,12.9,0.0,Afternoon,Tomato,Target Spot,Bad
39.8,88.3,10.1,0.0,Night,Tomato,Target Spot,Bad
20.6,85.1,8.0,0.0,Night,Tomato,Target Spot,Bad
23.5,85.7,5.9,0.1,Afternoon,Tomato,Target Spot,Bad
35.9,30.4,13.4,0.0,Afternoon,Tomato,Target Spot,Bad
21.3,44.9,13.9,0.0,Night,Tomato,Target Spot,Bad
21.4,66.1,6.6,1.4,Afternoon,Tomato,Target Spot,Bad
39.5,79.4,5.9,0.0,Afternoon,Tomato,Target Spot,Bad
39.6,71.4,9.1,0.0,Afternoon,Tomato,Target Spot,Bad
